id,Name,reactant_1,reactant_2,psmiles,SMILES,Energy_Hatree,es,reaction_type,Isotropic_Polarizability_au,HOMO_eV,LUMO_eV,Inner_energy_correction_Hatree,Thermal_correction_to_Enthalpy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Entropy_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV,Software,Source,Theory_Level
1,OMG_polymer_189323,O=C(O)Cc1c2ccccc2c(CC(=O)O)c2ccccc12,Nc1ccc(Nc2ccc(N)cc2S(=O)(=O)O)cc1,*Nc1ccc(Nc2ccc(NC(=O)Cc3c4ccccc4c(CC(*)=O)c4ccccc34)cc2S(=O)(=O)O)cc1,Nc1ccc(Nc2ccc(NC(=O)Cc3c4ccccc4c(CC=O)c4ccccc34)cc2S(=O)(=O)O)cc1,0.0,0.952904,Polyamidation,0.0,0.0,0.0,0.53095992,0.00094421,0.436205,0.09569914,4.838042051,0.436205,0.53190413,0.0,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
2,OMG_polymer_169676,O=C(O)c1ccccc1C(=O)NC(C(=O)O)c1ccccc1,Nc1ccc(F)c(C(=O)O)c1N,*Nc1ccc(F)c(C(=O)O)c1NC(=O)c1ccccc1C(=O)NC(C(*)=O)c1ccccc1,Nc1ccc(F)c(C(=O)O)c1NC(=O)c1ccccc1C(=O)NC(C=O)c1ccccc1,-1527.685874461696,0.99591404,Polyamidation,293.10169,-8.2405,0.2541,0.405431,0.00094421,0.3239665,0.08240872,1.743608659,-1527.361907961696,-1527.279499251696,8.4946,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
3,OMG_polymer_105232,O=C(O)CC(CC(=O)O)c1ccncc1,NCC(N)C(=O)O,*NCC(NC(=O)CC(CC(*)=O)c1ccncc1)C(=O)O,NCC(NC(=O)CC(CC=O)c1ccncc1)C(=O)O,-970.840012995666,0.8917993,Polyamidation,181.5329,-9.882,0.119,0.31911731,0.00094421,0.25126876,0.06879276,1.596282295,-970.588744235666,-970.5199514756661,10.001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
4,OMG_polymer_199732,COc1ccccc1C=NN(CC(=O)O)CC(=O)O,Nc1cc(Br)cc(C(=O)O)c1N,*Nc1cc(Br)cc(C(=O)O)c1NC(=O)CN(CC(*)=O)N=Cc1ccccc1OC,COc1ccccc1C=NN(CC=O)CC(=O)Nc1c(N)cc(Br)cc1C(=O)O,0.0,0.99114406,Polyamidation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
5,OMG_polymer_175493,O=C(O)C1CCC(C(=O)O)N(Cc2ccccc2)C1,Nc1cc(C(=O)O)ccc1S(N)(=O)=O,*Nc1cc(C(=O)O)ccc1S(=O)(=O)NC(=O)C1CCC(C(*)=O)N(Cc2ccccc2)C1,Nc1cc(C(=O)O)ccc1S(=O)(=O)NC(=O)C1CCC(C=O)N(Cc2ccccc2)C1,-1827.977290479173,0.9984452,Polyamidation,301.61583,-8.8482,-0.2344,0.45512169,0.00094421,0.37202991,0.08403599,4.909436123,-1827.605260569173,-1827.521224579173,8.6138,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
6,OMG_polymer_187388,O=C(O)CCN(CCC(=O)O)c1ccccc1,CCc1c(N)cc(C(=O)O)cc1N,*Nc1cc(C(=O)O)cc(NC(=O)CCN(CCC(*)=O)c2ccccc2)c1CC,CCc1c(N)cc(C(=O)O)cc1NC(=O)CCN(CCC=O)c1ccccc1,-1280.500586400085,0.9994735,Polyamidation,292.59032,-8.0035,0.0994,0.46389332,0.00094421,0.38064653,0.084191,6.016186403,-1280.119939870085,-1280.035748870085,8.1029,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
7,OMG_polymer_45027,O=C(O)CCCCCCCSc1ccccc1C(=O)O,Nc1ccc2cc(S(=O)(=O)O)ccc2c1N,*Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)CCCCCCCSc1ccccc1C(*)=O,Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)CCCCCCCSc1ccccc1C=O,-2251.591263579715,0.9713746,Polyamidation,374.02025,-8.2715,-0.1639,0.53008475,0.00094421,0.43684529,0.09418366,8.664061321,-2251.154418289715,-2251.060234619715,8.1076,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
8,OMG_polymer_133170,COCC(=O)N(CC(=O)O)CC(=O)O,Nc1cc(C(=O)O)cc(N)c1Cl,*Nc1cc(C(=O)O)cc(NC(=O)CN(CC(*)=O)C(=O)COC)c1Cl,COCC(=O)N(CC=O)CC(=O)Nc1cc(C(=O)O)cc(N)c1Cl,-1619.03690201161,0.9994461,Polyamidation,228.76321,-8.5663,0.1436,0.32750625,0.00094421,0.25088671,0.07756374,7.695874228,-1618.78601530161,-1618.70845155161,8.7099,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
9,OMG_polymer_150893,O=C(O)CSc1cc(C(F)(F)F)cc(SCC(=O)O)n1,Nc1c(Br)ccc(CC(=O)O)c1N,*Nc1c(Br)ccc(CC(=O)O)c1NC(=O)CSc1cc(C(F)(F)F)cc(SCC(*)=O)n1,Nc1c(Br)ccc(CC(=O)O)c1NC(=O)CSc1cc(C(F)(F)F)cc(SCC=O)n1,-4830.236365094907,0.96395,Polyamidation,318.6765,-8.4042,0.0561,0.34864662,0.00094421,0.26004423,0.0895466,3.714907834,-4829.976320864907,-4829.886774264907,8.4603,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
10,OMG_polymer_105469,Cn1nc(C(=O)O)c(C(=O)O)n1,Nc1ccc(F)c(C(=O)O)c1N,*Nc1ccc(F)c(C(=O)O)c1NC(=O)c1nn(C)nc1C(*)=O,Cn1nc(C=O)c(C(=O)Nc2c(N)ccc(F)c2C(=O)O)n1,-1137.924142996076,0.99653685,Polyamidation,199.74114,-8.3931,-0.178,0.9889683399999999,0.00094421,0.18254683,0.06516014,4.178268412,-1137.741596166076,-1136.934230446076,8.2151,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
11,OMG_polymer_78837,NC(=S)c1cc(C(=O)O)cc(C(=O)O)c1,Nc1c(F)ccc(C(=O)O)c1N,*Nc1c(F)ccc(C(=O)O)c1NC(=O)c1cc(C(*)=O)cc(C(N)=S)c1,NC(=S)c1cc(C=O)cc(C(=O)Nc2c(C(=O)O)ccc(F)c2N)c1,-1580.263407315644,0.9862445,Polyamidation,258.13679,-8.7199,-0.6151,0.28794877,0.00094421,0.21511572,0.07377726,6.10242085,-1580.048291595644,-1579.974514335644,8.104800000000001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
12,OMG_polymer_13378,O=C(NC(CSSCC(NC(=O)c1ccccc1)C(=O)O)C(=O)O)c1ccccc1,Nc1cc(N)c(Br)c(C(=O)O)c1,*Nc1cc(NC(=O)C(CSSCC(NC(=O)c2ccccc2)C(*)=O)NC(=O)c2ccccc2)c(Br)c(C(=O)O)c1,Nc1cc(NC(=O)C(CSSCC(C=O)NC(=O)c2ccccc2)NC(=O)c2ccccc2)c(Br)c(C(=O)O)c1,-5084.866028105346,0.6531269,Polyamidation,426.68781,-8.5478,-0.0033,0.52966645,0.00094421,0.42500349,0.10560718,8.778881684,-5084.441024615347,-5084.335417445346,8.544500000000001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
13,OMG_polymer_196883,O=C(O)CC(NC(=O)c1ccccc1Cl)C(=O)O,COc1cc(N)c(N)cc1C(=O)O,*Nc1cc(OC)c(C(=O)O)cc1NC(=O)CC(NC(=O)c1ccccc1Cl)C(*)=O,COc1cc(N)c(NC(=O)CC(C=O)NC(=O)c2ccccc2Cl)cc1C(=O)O,-1810.796814315126,0.999049,Polyamidation,291.25686,-8.5255,-0.0331,0.38393282,0.00094421,0.3011457,0.08373133,7.432431129,-1810.495668615126,-1810.411937285126,8.4924,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
14,OMG_polymer_32346,O=C(O)c1ccccc1NN=Cc1ccc(C=NNc2ccccc2C(=O)O)cc1,NCC(N)C(=O)O,*NCC(NC(=O)c1ccccc1NN=Cc1ccc(C=NNc2ccccc2C(*)=O)cc1)C(=O)O,NCC(NC(=O)c1ccccc1NN=Cc1ccc(C=NNc2ccccc2C=O)cc1)C(=O)O,-1596.54879377379,0.8092383,Polyamidation,384.10162,-8.1175,-0.351,0.49632773,0.00094421,0.40561728,0.09165466,5.140619861,-1596.14317649379,-1596.05152183379,7.7665,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
15,OMG_polymer_161097,O=C(Nc1cccc(C(=O)O)c1C(=O)O)c1ccccc1Br,Nc1cc(Cl)c(S(N)(=O)=O)cc1C(=O)O,*Nc1cc(Cl)c(S(=O)(=O)NC(=O)c2cccc(NC(=O)c3ccccc3Br)c2C(*)=O)cc1C(=O)O,Nc1cc(Cl)c(S(=O)(=O)NC(=O)c2cccc(NC(=O)c3ccccc3Br)c2C=O)cc1C(=O)O,-4970.786132709385,0.9869795,Polyamidation,371.45132,-9.1135,-0.5899,0.37957258,0.00094421,0.28761204,0.09290476,5.317641662,-4970.498520669385,-4970.405615919385,8.5236,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
16,OMG_polymer_80393,Cc1ccoc1C(CC(=O)O)CC(=O)O,Nc1ccc(C(=O)O)cc1N,*Nc1ccc(C(=O)O)cc1NC(=O)CC(CC(*)=O)c1occc1C,Cc1ccoc1C(CC=O)CC(=O)Nc1cc(C(=O)O)ccc1N,-1144.362107309031,0.99738365,Polyamidation,231.63016,-8.3274,0.2425,1.0635302,0.00094421,0.28318665,0.07162748,2.636475367,-1144.078920659031,-1143.297632899031,8.5699,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
17,OMG_polymer_78443,O=C(O)c1[nH]c(=O)[nH]c1C(=O)O,Nc1c(C(=O)O)cc(Cl)c(F)c1N,*Nc1c(C(=O)O)cc(Cl)c(F)c1NC(=O)c1[nH]c(=O)[nH]c1C(*)=O,Nc1c(C(=O)O)cc(Cl)c(F)c1NC(=O)c1[nH]c(=O)[nH]c1C=O,-1617.462912008583,0.9841851,Polyamidation,214.92728,-8.9062,-0.7256,0.22771222,0.00094421,0.15903184,0.06962459,4.695491318,-1617.303880168583,-1617.234255578583,8.1806,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
18,OMG_polymer_108751,CC(Cl)C(=O)c1c(C(=O)O)cccc1C(=O)O,Nc1ccc(N)c(C(=O)O)c1,*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2C(=O)C(C)Cl)c(C(=O)O)c1,CC(Cl)C(=O)c1c(C=O)cccc1C(=O)Nc1ccc(N)cc1C(=O)O,-1640.890036399274,0.9973477,Polyamidation,270.02756,-8.1436,-0.3895,0.32996512,0.00094421,0.25450187,0.07640746,7.777126602,-1640.635534529274,-1640.559127069274,7.754099999999999,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
19,OMG_polymer_193281,O=C(O)c1cccc(CSCc2cccc(C(=O)O)c2)c1,N#Cc1cc(N)c(C(=O)O)cc1N,*Nc1cc(C#N)c(NC(=O)c2cccc(CSCc3cccc(C(*)=O)c3)c2)cc1C(=O)O,N#Cc1cc(N)c(C(=O)O)cc1NC(=O)c1cccc(CSCc2cccc(C=O)c2)c1,-1789.460419078834,0.9948454,Polyamidation,333.08221,-8.1263,-0.5186,0.41538287,0.00094421,0.33171882,0.08460826,1.660603228,-1789.128700258834,-1789.044091998834,7.6077,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
20,OMG_polymer_43305,CC(C)(C)CC(=O)NN(CC(=O)O)CC(=O)O,Nc1cc(C(=O)O)cc(N)c1C(F)(F)F,*Nc1cc(C(=O)O)cc(NC(=O)CN(CC(*)=O)NC(=O)CC(C)(C)C)c1C(F)(F)F,CC(C)(C)CC(=O)NN(CC=O)CC(=O)Nc1cc(C(=O)O)cc(N)c1C(F)(F)F,-1594.594565678724,0.99603146,Polyamidation,265.43923,-8.7661,-0.2027,0.44399062,0.00094421,0.355534,0.08940084,6.88143599,-1594.239031678724,-1594.149630848724,8.5634,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
21,OMG_polymer_144892,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)Cl)c1,Nc1cc(F)cc(C(=O)O)c1N,*Nc1cc(F)cc(C(=O)O)c1NC(=O)c1cc(C(*)=O)cc(S(=O)(=O)Cl)c1,Nc1cc(F)cc(C(=O)O)c1NC(=O)c1cc(C=O)cc(S(=O)(=O)Cl)c1,-2096.860415296564,0.998242,Polyamidation,257.46428,-8.6309,-0.909,0.26611564,0.00094421,0.19210042,0.07495943,3.336686366,-2096.668314876564,-2096.593355446564,7.721900000000001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
22,OMG_polymer_139786,O=C(O)CCC(NC(=O)Cc1ccccc1)C(=O)O,Nc1ccnc(N)c1C(=O)O,*Nc1ccnc(NC(=O)CCC(NC(=O)Cc2ccccc2)C(*)=O)c1C(=O)O,Nc1ccnc(NC(=O)CCC(C=O)NC(=O)Cc2ccccc2)c1C(=O)O,-1331.337287923177,0.99731654,Polyamidation,273.76352,-8.8272,0.1167,0.80686578,0.00094421,0.32306032,0.08082376,5.919366801,-1331.014227603177,-1330.529477933177,8.9439,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
23,OMG_polymer_157672,O=C(O)CNc1ncccc1C(=O)O,Nc1c(Br)ccc(C(=O)O)c1N,*Nc1c(Br)ccc(C(=O)O)c1NC(=O)CNc1ncccc1C(*)=O,Nc1c(Br)ccc(C(=O)O)c1NC(=O)CNc1ncccc1C=O,-3673.472516650425,0.9990508,Polyamidation,247.49851,-8.4623,-0.5367,0.2950552,0.00094421,0.22397003,0.07202939,2.976313275,-3673.248546620425,-3673.176517240425,7.925600000000001,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
24,OMG_polymer_108345,O=C(O)c1cccc(C(=O)O)c1C(=O)CCBr,Cc1c(N)ccc(N)c1C(=O)O,*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2C(=O)CCBr)c(C(=O)O)c1C,Cc1c(N)ccc(NC(=O)c2cccc(C=O)c2C(=O)CCBr)c1C(=O)O,-3794.015132202961,0.99603146,Polyamidation,283.80156,-8.0554,-0.4145,0.35913442,0.00094421,0.28119036,0.07888827,4.467543616,-3793.733941842961,-3793.655053572961,7.6409,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
25,OMG_polymer_11586,CC(C)(C)CC(CC(=O)O)CC(=O)O,Nc1cc(Cl)c(C(=O)O)cc1N,*Nc1cc(Cl)c(C(=O)O)cc1NC(=O)CC(CC(*)=O)CC(C)(C)C,CC(C)(C)CC(CC=O)CC(=O)Nc1cc(C(=O)O)c(Cl)cc1N,0.0,0.9989034,Polyamidation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
26,OMG_polymer_40591,O=C(O)c1cc(NC(=O)c2ccccc2C(=O)O)ccc1Cl,Nc1c(Cl)ccc(C(=O)O)c1N,*Nc1c(Cl)ccc(C(=O)O)c1NC(=O)c1cc(NC(=O)c2ccccc2C(*)=O)ccc1Cl,Nc1c(Cl)ccc(C(=O)O)c1NC(=O)c1cc(NC(=O)c2ccccc2C=O)ccc1Cl,-2308.304609319391,0.99889696,Polyamidation,342.85668,-8.3735,-0.3458,0.36642371,0.00094421,0.28179616,0.08557176,8.162666317,-2308.022813159391,-2307.937241399391,8.0277,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
27,OMG_polymer_167787,O=C(O)CN(CC(=O)O)C(=O)c1cccc(F)c1,N#Cc1c(N)cc(C(=O)O)cc1N,*Nc1cc(C(=O)O)cc(NC(=O)CN(CC(*)=O)C(=O)c2cccc(F)c2)c1C#N,N#Cc1c(N)cc(C(=O)O)cc1NC(=O)CN(CC=O)C(=O)c1cccc(F)c1,-1428.194346404819,0.9992372,Polyamidation,270.50292,-8.7885,-0.4671,0.34948774,0.00094421,0.26955904,0.08087291,0.990300919,-1427.924787364819,-1427.843914454819,8.3214,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
28,OMG_polymer_6702,O=C(O)CC1(C(=O)O)CCOCC1,Nc1ccc(C(=O)O)c(N)c1F,*Nc1ccc(C(=O)O)c(NC(=O)CC2(C(*)=O)CCOCC2)c1F,Nc1ccc(C(=O)O)c(NC(=O)CC2(C=O)CCOCC2)c1F,-1167.41968654752,0.9982692,Polyamidation,212.68228,-8.7374,0.1818,0.33621325,0.00094421,0.26736552,0.06979194,4.813217547,-1167.15232102752,-1167.08252908752,8.9192,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
29,OMG_polymer_92613,O=C(O)CCC(=O)Nc1cccc2c(NC(=O)CCC(=O)O)cccc12,Cc1ccc(N)c(C(=O)O)c1N,*Nc1ccc(C)c(NC(=O)CCC(=O)Nc2cccc3c(NC(=O)CCC(*)=O)cccc23)c1C(=O)O,Cc1ccc(N)c(C(=O)O)c1NC(=O)CCC(=O)Nc1cccc2c(NC(=O)CCC=O)cccc12,-1676.958572226844,0.9756467,Polyamidation,381.37072,-7.8266,0.2536,0.52501552,0.00094421,0.4273232,0.09863653,2.104093261,-1676.531249026844,-1676.432612496844,8.0802,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
30,OMG_polymer_8839,O=C(O)C1CCC(C(=O)O)S1,N#Cc1ccc(C(=O)O)c(N)c1N,*Nc1c(C(=O)O)ccc(C#N)c1NC(=O)C1CCC(C(*)=O)S1,N#Cc1ccc(C(=O)O)c(N)c1NC(=O)C1CCC(C=O)S1,-1404.756836067864,0.81334037,Polyamidation,210.92976,-9.0137,-0.7226,0.28137347,0.00094421,0.21409045,0.06822723,7.229670585,-1404.542745617864,-1404.474518387864,8.2911,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
31,OMG_polymer_131769,O=C(O)CN(CC(=O)O)N=Cc1ccccc1OCc1ccccc1,Nc1cccc2c(S(=O)(=O)O)ccc(N)c12,*Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)CN(CC(*)=O)N=Cc3ccccc3OCc3ccccc3)c12,Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)CN(CC=O)N=Cc3ccccc3OCc3ccccc3)c12,0.0,0.96565753,Polyamidation,0.0,0.0,0.0,0.54012566,0.00094421,0.44435127,0.0967186,10.138406877,0.44435127,0.54106987,0.0,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
32,OMG_polymer_168200,N#CCCCC(=O)N(CC(=O)O)CC(=O)O,COc1c(N)cc(C(=O)O)cc1N,*Nc1cc(C(=O)O)cc(NC(=O)CN(CC(*)=O)C(=O)CCCC#N)c1OC,COc1c(N)cc(C(=O)O)cc1NC(=O)CN(CC=O)C(=O)CCCC#N,-1330.32172891437,0.99916553,Polyamidation,250.92928,-8.5481,0.0328,0.39616926,0.00094421,0.31431828,0.0827952,7.982661019,-1330.00741063437,-1329.92461544437,8.5809,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
33,OMG_polymer_59281,O=C(O)Cc1ccc(COCc2ccc(CC(=O)O)cc2)cc1,Nc1cc(N)c(C(=O)O)cc1F,*Nc1cc(NC(=O)Cc2ccc(COCc3ccc(CC(*)=O)cc3)cc2)c(C(=O)O)cc1F,Nc1cc(NC(=O)Cc2ccc(COCc3ccc(CC=O)cc3)cc2)c(C(=O)O)cc1F,-1552.098278896668,0.9980122,Polyamidation,334.78348,-8.4009,0.2552,1.8721025,0.00094421,0.3804377,0.08897308,2.924627964,-1551.717841196668,-1550.225232186668,8.6561,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
34,OMG_polymer_27142,CN(CC(=O)O)c1ccccc1C(=O)O,N#Cc1cc(N)c(C(=O)O)cc1N,*Nc1cc(C#N)c(NC(=O)CN(C)c2ccccc2C(*)=O)cc1C(=O)O,CN(CC(=O)Nc1cc(C(=O)O)c(N)cc1C#N)c1ccccc1C=O,-1215.552125483255,0.9991912,Polyamidation,257.45528,-8.2729,-0.5275,0.34498138,0.00094421,0.27021387,0.07571172,5.258563581,-1215.281911613255,-1215.206199893255,7.7454,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
35,OMG_polymer_46664,O=C(O)C(=O)CSc1ccc(C(=O)O)cc1,Nc1ccc(C(=O)O)c(S(N)(=O)=O)c1,*Nc1ccc(C(=O)O)c(S(=O)(=O)NC(=O)C(=O)CSc2ccc(C(*)=O)cc2)c1,Nc1ccc(C(=O)O)c(S(=O)(=O)NC(=O)C(=O)CSc2ccc(C=O)cc2)c1,-2088.794686976293,0.997851,Polyamidation,276.48166,-8.9172,-0.1463,0.32367264,0.00094421,0.24229638,0.08232047,5.411825477,-2088.552390596293,-2088.470070126293,8.7709,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
36,OMG_polymer_17814,O=C(O)c1cc(Cl)c(Cl)cc1C(=O)O,Nc1ccc(C(=O)O)cc1S(N)(=O)=O,*Nc1ccc(C(=O)O)cc1S(=O)(=O)NC(=O)c1cc(Cl)c(Cl)cc1C(*)=O,Nc1ccc(C(=O)O)cc1S(=O)(=O)NC(=O)c1cc(Cl)c(Cl)cc1C=O,-2457.183825464651,0.9993575,Polyamidation,259.12406,-9.2692,-0.7632,0.2643761,0.00094421,0.1888867,0.0764336,7.739743902,-2456.994938764651,-2456.918505154651,8.506,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
37,OMG_polymer_129398,CCC(CC(=O)O)CC(=O)O,Cc1ccc(N)c(N)c1C(=O)O,*Nc1ccc(C)c(C(=O)O)c1NC(=O)CC(CC)CC(*)=O,CCC(CC=O)CC(=O)Nc1c(N)ccc(C)c1C(=O)O,-994.110538424836,0.99415165,Polyamidation,206.74569,-8.2882,0.2531,0.3588913,0.00094421,0.28874046,0.07109506,2.597656311,-993.821797964836,-993.7507029148361,8.5413,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
38,OMG_polymer_70342,O=C(O)c1cnc(C(=O)O)cn1,Nc1cc(F)c(S(N)(=O)=O)cc1C(=O)O,*Nc1cc(F)c(S(=O)(=O)NC(=O)c2cnc(C(*)=O)cn2)cc1C(=O)O,Nc1cc(F)c(S(=O)(=O)NC(=O)c2cnc(C=O)cn2)cc1C(=O)O,-1669.353863338492,0.9992606,Polyamidation,227.51459,-9.0831,-1.2975,0.24943929,0.00094421,0.17806032,0.07232318,5.165117408,-1669.175803018492,-1669.103479838492,7.7856,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
39,OMG_polymer_34746,O=C(O)c1cc(Cl)cc(C(=O)O)c1,N#Cc1ccc(N)c(N)c1C(=O)O,*Nc1ccc(C#N)c(C(=O)O)c1NC(=O)c1cc(Cl)cc(C(*)=O)c1,N#Cc1ccc(N)c(NC(=O)c2cc(Cl)cc(C=O)c2)c1C(=O)O,-1541.193703589103,0.9937405,Polyamidation,245.10206,-8.7485,-0.7714,0.25942536,0.00094421,0.19048872,0.06988084,7.154082336,-1541.003214869103,-1540.933334019103,7.9771,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
40,OMG_polymer_156759,O=C(O)CC(Br)C(=O)O,Nc1nc(N)c(C(=O)O)nc1Br,*Nc1nc(NC(=O)CC(Br)C(*)=O)c(C(=O)O)nc1Br,Nc1nc(NC(=O)CC(Br)C=O)c(C(=O)O)nc1Br,-6015.832385215617,0.99240065,Polyamidation,206.78996,-8.9529,-0.1751,0.19945035,0.00094421,0.13171434,0.06868022,2.885937688,-6015.700670875617,-6015.631990655617,8.7778,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
41,OMG_polymer_161853,O=C(O)c1cc(OCc2ccncc2)cc(C(=O)O)c1,Nc1ccc(S(=O)(=O)O)c(N)c1,*Nc1ccc(S(=O)(=O)O)c(NC(=O)c2cc(OCc3ccncc3)cc(C(*)=O)c2)c1,Nc1ccc(S(=O)(=O)O)c(NC(=O)c2cc(C=O)cc(OCc3ccncc3)c2)c1,-1786.263360022252,0.9987356,Polyamidation,303.57352,-8.8349,-0.3528,1.50876572,0.00094421,0.29728112,0.08060559,6.002772574,-1785.966078902252,-1784.753650092252,8.482099999999999,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
42,OMG_polymer_68424,Cc1sc(C)c(C(=O)O)c1C(=O)O,Cc1cc(N)c(N)c(C(=O)O)c1,*Nc1cc(C)cc(C(=O)O)c1NC(=O)c1c(C)sc(C)c1C(*)=O,Cc1cc(N)c(NC(=O)c2c(C)sc(C)c2C=O)c(C(=O)O)c1,-1428.029889379544,0.99731135,Polyamidation,248.36469,-8.1556,0.0814,1.28557679,0.00094421,0.2504356,0.0714305,2.88808343,-1427.779453779544,-1426.743368379544,8.237,ORCA,QC,"opt+freq: b3lyp/def2-TZVP em=gd3bj
energy: wB97M-V/ma-def2-TZVP"
