crystal,label,band_gap,chemsys,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,formula_anonymous,formula_pretty,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,volume
K,mp-1211833,0.0,K-O-S-Zn,2.2846224766035106,16.515451943673057,False,-1.76795704,0.5431906421052677,-5.169309148157895,-0.9057784536710524,AB2C2D14,K2Zn(SO7)2,False,True,True,False,4,38,24,7,FM,True,24.0003286,12.0001643,0.0382422229128763,-4.6630986218421056,627.5871738595762
K,mp-1211834,1.0188,Al-K-O-Si,2.791234510484972,12.442935661231491,False,3.20693249,0.0957195670334849,-7.826527204473684,-3.1074173485789465,AB2C4D12,KAl2(SiO3)4,False,True,False,False,4,38,4,6,FM,True,2.0008328,1.0004164,0.0042315974437523,-7.392632467631579,472.83155512679673
K,mp-1211835,1.2042000000000002,Cr-Fe-H-K-O,2.6905843102120937,15.568677809009138,False,-1.41049948,0.2962814445192165,-7.02614374423077,-1.4990090648461545,ABCD2E8,KCr2FeHO8,False,True,False,False,5,26,8,4,FiM,True,8.0008975,4.00044875,0.0197657649993247,-6.108528359615385,404.7856230342376
K,mp-1211836,0.9222,Be-Br-K-Zr,3.5716441714241687,32.77337740406305,False,2.34904955,0.0,-4.593697900857142,-1.880287191685714,AB6C8D20,K8Zr6BeBr20,False,False,False,True,4,35,0,0,NM,True,0.0014272,0.0014272,1.2442154604452683e-06,-4.288555043714285,1147.0682091422066
K,mp-1211838,2.0571,F-K-Rh,2.0846565102448604,26.620064660699192,False,0.0080451,0.0232147009999978,-4.798214919,-2.5817770674,AB3C6,K3RhF6,True,False,False,False,3,10,0,0,NM,True,0.000355,0.000355,1.333580532297158e-06,-4.521014919000001,266.20064660699194
K,mp-1211839,0.0,Al-H-K-O-Si,2.668656908022998,11.834726632885271,False,7.7334397,0.1406191683333313,-7.433426733095238,-2.8406391449047614,AB2C2D4E12,KAl2Si4(HO6)2,False,False,True,False,5,42,0,0,NM,True,0.0007711,0.00038555,1.551326395533972e-06,-7.040855304523809,497.0585185811815
K,mp-1211841,3.2305,F-H-K-N-W,3.112768638939313,11.05465383605616,False,-0.0041327,0.0,-5.497017498888889,-1.6441174326666668,ABC2D6E8,KH8W(NF3)2,False,True,False,True,5,36,2,1,FM,True,6.0022555,3.00112775,0.0150822741188544,-5.056350832222222,397.9675380980218
K,mp-1211842,0.0,Cl-K-Pb,3.2880003968643767,29.207252459136186,False,0.17314201,0.0503975478125036,-3.6557677909375,-1.7587517579375,AB2C5,K2PbCl5,False,False,True,False,3,32,0,0,NM,True,3.5208315,0.880207875,0.0037670775273688,-3.2720177909375,934.6320786923578
K,mp-1211845,1.3182999999999998,K-P-S-Sn,2.4097383157438843,26.7455981102841,False,1.81131096,0.0,-4.83629122,-0.8051144097113091,A2B3C5D18,K3Sn2P5S18,False,False,False,True,4,56,0,0,NM,True,0.0028132,0.0014066,1.8782797108731651e-06,-4.512934077142857,1497.7534941759095
K,mp-1211848,0.7766,K-Li-Mo-O,2.828281598627527,16.290824709082685,False,-0.49026848,0.2613008243749997,-6.53650599046875,-1.7117040554791665,ABCD5,KLiMoO5,False,True,False,False,4,64,8,5,FM,True,16.0044984,2.0005623,0.0153503761758959,-5.70688099046875,1042.6127813812918
K,mp-1211850,2.9099,Gd-K-Li-Mo-O,4.951684727318114,13.97689386068827,False,0.80533384,0.0169582130208088,-8.91960756625,-2.515391478180556,ABC2D4E16,KLiGd2(MoO4)4,False,True,False,False,5,48,4,1,FM,True,28.0001467,14.00007335,0.0417357672883271,-7.927940899583334,670.8909053130369
K,mp-1211853,0.5839999999999999,C-Cr-K-O,1.495595930897247,21.185238271471412,False,-2.35319825,0.1969228731249996,-7.860271323214286,-1.6280128891428578,ABC4D8,KCr(CO2)4,False,True,False,False,4,28,2,1,FM,True,6.0016952,3.0008476,0.0101177175539017,-7.324914180357142,593.1866716011996
K,mp-1211855,1.4706,Cl-K-Yb,3.981290450135523,26.416089673084848,False,1.2364783,0.0,-3.9592876115,-2.2463503988,AB2C7,KYb2Cl7,False,False,False,True,3,40,0,0,NM,True,0.0,0.0,0.0,-3.5294876115,1056.643586923394
