crystal,label,band_gap,chemsys,density,density_atomic,deprecated,efermi,energy_above_hull,energy_per_atom,formation_energy_per_atom,formula_anonymous,formula_pretty,is_gap_direct,is_magnetic,is_metal,is_stable,nelements,nsites,num_magnetic_sites,num_unique_magnetic_sites,ordering,theoretical,total_magnetization,total_magnetization_normalized_formula_units,total_magnetization_normalized_vol,uncorrected_energy_per_atom,volume
Mg,mp-1233397,1.5881000000000003,F-Fe-K-Mg-O-P,2.7549682199427425,14.63777787764775,False,0.89842656,0.0899690008739915,-6.84707066487805,-2.64546713282927,AB2C4D6E12F16,K2MgFe4P6(O4F3)4,False,True,False,False,6,41,4,3,FM,True,18.0000002,18.0000002,0.0299925575310411,-6.223656030731707,600.1488929835577
Mg,mp-1233398,0.0658000000000003,Ag-Mg-O-Pb,8.125846996877714,16.063429767775094,False,3.57881124,0.0516975085555557,-4.795155848974359,-0.8830444818162394,AB6C14D18,MgAg14(PbO3)6,False,False,False,False,4,39,0,0,NM,True,0.0,0.0,0.0,-4.478078925897435,626.4737609432287
Mg,mp-1233399,0.0,F-Fe-Mg-O,4.407114993355578,11.118090960812443,False,2.06161583,0.2002994149910408,-7.266410459354838,-1.6827515109677418,AB4C10D16,MgFe10(O4F)4,False,True,True,False,4,31,16,26,FM,True,46.0000002,46.0000002,0.1334645470543187,-6.124474975483871,344.6608197851858
Mg,mp-1233400,0.8822999999999999,Cr-Fe-Mg-O-P-V,3.2737714334925525,12.565499536985934,False,2.27395332,0.1201046085585755,-8.020094704324325,-2.4362923043243248,ABC2D3E6F24,MgVCr2Fe3(PO4)6,False,True,False,False,6,37,6,6,FM,True,22.9984845,22.9984845,0.0494672464339813,-7.237554163783784,464.92348286847954
Mg,mp-1233403,0.0,Ba-Mg-N-Nb-O,4.66597931921954,15.778426448374166,False,3.93814989,0.1634215081835606,-8.815663364,-2.7367556849000003,AB2C2D6E14,Ba2MgNb6(NO7)2,False,False,True,False,5,25,0,0,NM,True,5.7e-05,5.7e-05,1.4450110139055945e-07,-8.402063364,394.46066120935416
Mg,mp-1233404,0.8036000000000003,Co-La-Mg-O-Pb-Sb,7.035509994303552,14.272566530408543,False,6.98611022,0.2295832230560757,-6.891710112380953,-2.0949248264285725,AB2C2D2E2F12,La2MgCo2Sb2(PbO6)2,False,True,False,False,6,21,2,2,FM,True,4.0021868,4.0021868,0.0133529119239683,-6.343138683809524,299.72389713857945
Mg,mp-1233406,0.2947999999999999,Cr-Mg-O-Rb-U,5.183972839225653,16.537793170191716,False,2.47252854,0.0624826105405471,-8.408821066486485,-2.7866379494594584,AB4C4D4E24,Rb4MgU4Cr4O24,False,True,False,False,5,37,4,4,FM,True,6.0000003,6.0000003,0.009805550752839,-7.747091336756756,611.8983472970934
Mg,mp-1233408,4.443899999999999,Al-Mg-O-Si,2.1780486399712315,15.332470802375072,False,0.20110486,0.0771254252000144,-8.0606813988,-3.2290670279999993,AB2C6D16,MgAl2(Si3O8)2,True,False,False,False,4,25,0,0,NM,True,0.0,0.0,0.0,-7.621001398800001,383.3117700593768
Mg,mp-1233409,0.0,Er-Mg-O-Ta,8.895026957617414,13.098129155086596,False,5.62868425,0.223448512173924,-8.84986487826087,-3.546569655326087,AB2C6D14,Er6MgTa2O14,False,True,True,False,4,23,4,6,FM,True,2.0094157,2.0094157,0.0066701052467536,-8.431690965217392,301.2569705669917
Mg,mp-1233410,0.0,Ba-Mg-O-Rh,6.2484490743205034,14.897660652506282,False,3.37512704,0.2636937266164008,-6.55847623047619,-1.8873488102380953,AB4C4D12,Ba4Mg(RhO3)4,False,True,True,False,4,21,3,4,FM,True,1.8516372,1.8516372,0.0059185936676015,-6.1659048019047615,312.85087370263193
Mg,mp-1233411,0.6017999999999999,F-Mg-O-V,3.885405778894956,12.168654002565924,False,3.38750315,0.2178756616999706,-7.82430768,-2.658832878400001,AB8C8D8,MgV8(OF)8,False,True,False,False,4,25,8,8,FM,True,17.9999989,17.9999989,0.0591684138482512,-6.912627680000001,304.21635006414806
